SKU,init_stock,vlt
SKU1497,7,1
SKU1498,335,5
SKU1499,18,1
SKU1500,3,1
SKU1501,22,1
SKU1502,70,5
SKU1503,8,1
SKU1504,24,1
SKU1505,92,2
SKU1506,0,1
SKU1507,4,1
SKU1508,33,2
SKU1509,16,1
SKU1510,10,1
SKU1511,9,1
SKU1512,0,1
SKU1513,1,3
SKU1514,2,1
SKU1515,0,2
SKU1516,1,1
SKU1517,1,1
SKU1518,9,2
SKU1519,9,1
SKU1520,3,2
SKU1521,3,2
SKU1522,1,2
SKU1523,10,1
SKU1524,359,1
SKU1525,47,3
SKU1526,16,2
SKU1527,5,3
SKU1528,14,1
SKU1529,40,1
SKU1530,11,1
SKU1531,7,1
SKU1532,0,1
SKU1533,44,1
SKU1534,25,1
SKU1535,24,10
SKU1536,15,2
SKU1537,0,2
SKU1538,13,1
SKU1539,57,1
SKU1540,57,2
SKU1541,16,1
SKU1542,301,9
SKU1543,22,1
SKU1544,81,3
SKU1545,13,1
SKU1546,1,3
SKU1547,19,3
SKU1548,2,1
SKU1549,3,1
SKU1550,0,1
SKU1551,20,1
SKU1552,8,1
SKU1553,9,2
SKU1554,263,1
SKU1555,35,1
SKU1556,310,1
SKU1557,2,1
SKU1558,10,1
SKU1559,9,3
SKU1560,6,1
SKU1561,12,1
SKU1562,32,2
SKU1563,0,1
SKU1564,214,1
SKU1565,106,1
SKU1566,37,1
SKU1567,162,2
SKU1568,114,1
SKU1569,17,1
SKU1570,8,1
SKU1571,5,1
SKU1572,13,4
SKU1573,0,1
SKU1574,4,2
SKU1575,37,2
SKU1576,7,1
SKU1577,2,1
SKU1578,2,2
SKU1579,136,9
SKU1580,40,3
SKU1581,71,1
SKU1582,0,1
SKU1583,9,6
SKU1584,12,1
SKU1585,13,3
SKU1586,14,10
SKU1587,74,1
SKU1588,40,2
SKU1589,14,2
SKU1590,1,1
SKU1591,0,1
SKU1592,15,2
SKU1593,62,1
SKU1594,15,1
SKU1595,2,1
SKU1596,6,2
SKU1597,0,6
SKU1598,27,1
SKU1599,1,2
SKU1600,36,2
SKU1601,116,3
SKU1602,9,1
SKU1603,0,1
SKU1604,0,1
SKU1605,0,1
SKU1606,20,2
SKU1607,2,1
SKU1608,17,1
SKU1609,333,1
SKU1610,0,1
SKU1611,31,3
SKU1612,3,2
SKU1613,3,1
SKU1614,48,3
SKU1615,10,1
SKU1616,0,1
SKU1617,41,2
SKU1618,19,2
SKU1619,0,2
SKU1620,10,2
SKU1621,15,1
SKU1622,51,2
SKU1623,17,1
SKU1624,25,1
SKU1625,4,5
SKU1626,17,1
SKU1627,1,1
SKU1628,0,1
SKU1629,41,2
SKU1630,35,1
SKU1631,268,2
SKU1632,18,1
SKU1633,10,3
SKU1634,71,4
SKU1635,23,3
SKU1636,10,1
SKU1637,43,2
SKU1638,65,1
SKU1639,2,1
SKU1640,22,1
SKU1641,28,2
SKU1642,0,1
SKU1643,21,1
SKU1644,1,1
SKU1645,38,1
SKU1646,3,1
SKU1647,21,1
SKU1648,17,1
SKU1649,25,1
SKU1650,0,5
SKU1651,2,1
SKU1652,18,1
SKU1653,4,1
SKU1654,98,4
SKU1655,18,1
SKU1656,76,1
SKU1657,29,1
SKU1658,9,1
SKU1659,0,2
SKU1660,9,1
SKU1661,21,3
SKU1662,17,1
SKU1663,1,1
SKU1664,12,5
SKU1665,19,1
SKU1666,61,1
SKU1667,3,2
SKU1668,6,2
SKU1669,0,1
SKU1670,1,1
SKU1671,5,2
SKU1672,0,1
SKU1673,25,2
SKU1674,26,3
SKU1675,0,1
SKU1676,29,1
SKU1677,146,3
SKU1678,0,1
SKU1679,0,2
SKU1680,7,3
SKU1681,11,2
SKU1682,2,2
SKU1683,8,1
SKU1684,0,1
SKU1685,0,1
SKU1686,10,1
SKU1687,11,1
SKU1688,0,1
SKU1689,13,2
SKU1690,38,1
SKU1691,0,1
SKU1692,40,1
SKU1693,35,1
SKU1694,7,2
SKU1695,25,3
SKU1696,7,1
SKU1697,7,1
SKU1698,18,3
SKU1699,39,1
SKU1700,24,2
SKU1701,50,2
SKU1702,8,2
SKU1703,5,1
SKU1704,3,1
SKU1705,16,1
SKU1706,0,1
SKU1707,31,1
SKU1708,0,1
SKU1709,103,8
SKU1710,16,3
SKU1711,1,1
SKU1712,16,2
SKU1713,29,1
SKU1714,0,1
SKU1715,3,1
SKU1716,46,2
SKU1717,3,2
SKU1718,0,1
SKU1719,9,1
SKU1720,0,1
SKU1721,14,1
SKU1722,13,1
SKU1723,0,2
SKU1724,14,1
SKU1725,15,1
SKU1726,82,1
SKU1727,42,2
SKU1728,222,1
SKU1729,11,1
SKU1730,5,1
SKU1731,28,2
SKU1732,0,1
SKU1733,0,1
SKU1734,197,1
SKU1735,11,1
SKU1736,9,1
SKU1737,21,2
SKU1738,6,1
SKU1739,7,1
SKU1740,0,1
SKU1741,0,2
SKU1742,0,1
SKU1743,1,1
SKU1744,25,1
SKU1745,14,1
SKU1746,1,1
SKU1747,22,2
SKU1748,58,1
SKU1749,19,1
SKU1750,12,1
SKU1751,41,5
SKU1752,10,2
SKU1753,13,1
SKU1754,27,1
SKU1755,10,1
SKU1756,0,1
SKU1757,44,1
SKU1758,8,2
SKU1759,550,7
SKU1760,56,4
SKU1761,5,1
SKU1762,60,7
SKU1763,51,2
SKU1764,147,1
SKU1765,13,2
SKU1766,0,1
SKU1767,9,3
SKU1768,21,2
SKU1769,5,1
SKU1770,1,1
SKU1771,7,5
SKU1772,21,3
SKU1773,32,7
SKU1774,29,1
SKU1775,183,1
SKU1776,250,3
SKU1777,34,1
SKU1778,49,1
SKU1779,4,1
SKU1780,9,1
SKU1781,67,3
SKU1782,158,2
SKU1783,92,7
SKU1784,4,1
SKU1785,14,4
SKU1786,38,1
SKU1787,7,1
SKU1788,13,4
SKU1789,35,2
SKU1790,2,1
SKU1791,22,1
SKU1792,23,2
SKU1793,0,1
SKU1794,63,3
SKU1795,70,3
SKU1796,63,1
SKU1797,48,1
SKU1798,26,1
SKU1799,85,2
SKU1800,22,2
SKU1801,19,1
SKU1802,18,1
SKU1803,7,1
SKU1804,163,6
SKU1805,26,1
SKU1806,472,1
SKU1807,2,1
SKU1808,13,1
SKU1809,20,2
SKU1810,13,4
SKU1811,18,1
SKU1812,6,1
SKU1813,0,2
SKU1814,0,1
SKU1815,0,1
SKU1816,4,1
SKU1817,7,1
SKU1818,0,1
SKU1819,8,1
SKU1820,32,2
SKU1821,36,2
SKU1822,14,2
SKU1823,0,1
SKU1824,0,1
SKU1825,11,4
SKU1826,1,1
SKU1827,4,4
SKU1828,2,1
SKU1829,15,1
SKU1830,11,1
SKU1831,5,2
SKU1832,198,1
SKU1833,82,9
SKU1834,0,1
SKU1835,10,1
SKU1836,20,1
SKU1837,6,1
SKU1838,2,1
SKU1839,1,2
SKU1840,49,1
SKU1841,8,1
SKU1842,13,1
SKU1843,8,3
SKU1844,7,1
SKU1845,22,1
SKU1846,186,2
SKU1847,17,1
SKU1848,1,1
SKU1849,4,1
SKU1850,2,6
SKU1851,14,2
SKU1852,5,3
SKU1853,0,1
SKU1854,14,1
SKU1855,15,3
SKU1856,18,1
SKU1857,81,1
SKU1858,0,1
SKU1859,7,1
SKU1860,21,2
SKU1861,3,1
SKU1862,0,1
SKU1863,36,2
SKU1864,32,1
SKU1865,26,1
SKU1866,25,1
SKU1867,29,2
SKU1868,17,4
SKU1869,0,2
SKU1870,16,1
SKU1871,0,1
SKU1872,1,2
SKU1873,1,1
SKU1874,49,1
SKU1875,6,1
SKU1876,35,4
SKU1877,8,3
SKU1878,14,1
SKU1879,6,1
SKU1880,3,2
SKU1881,34,3
SKU1882,52,1
SKU1883,2,1
SKU1884,0,1
SKU1885,6,1
SKU1886,16,1
SKU1887,22,1
SKU1888,20,1
SKU1889,2,1
SKU1890,5,1
SKU1891,0,1
SKU1892,7,1
SKU1893,5,1
SKU1894,73,3
SKU1895,4,2
SKU1896,65,1
SKU1897,5,1
SKU1898,9,1
SKU1899,11,1
SKU1900,15,1
SKU1901,135,2
SKU1902,89,3
SKU1903,346,5
SKU1904,0,2
SKU1905,19,1
SKU1906,26,2
SKU1907,8,1
SKU1908,12,2
SKU1909,69,3
SKU1910,25,1
SKU1911,12,1
SKU1912,10,1
SKU1913,5,2
SKU1914,3,1
SKU1915,9,1
SKU1916,2,2
SKU1917,0,3
SKU1918,0,2
SKU1919,54,1
SKU1920,16,2
SKU1921,5,1
SKU1922,0,1
SKU1923,11,4
SKU1924,1,3
SKU1925,49,2
SKU1926,2,1
SKU1927,42,10
SKU1928,0,2
SKU1929,7,1
SKU1930,8,1
SKU1931,4,1
SKU1932,0,1
SKU1933,13,1
SKU1934,45,5
SKU1935,12,1
SKU1936,37,1
SKU1937,45,2
SKU1938,1,1
SKU1939,32,2
SKU1940,12,1
SKU1941,0,1
SKU1942,19,2
SKU1943,20,1
SKU1944,1,1
SKU1945,0,1
SKU1946,5,1
SKU1947,23,1
SKU1948,8,1
SKU1949,10,2
SKU1950,0,1
SKU1951,31,1
SKU1952,9,1
SKU1953,14,2
SKU1954,43,2
SKU1955,13,1
SKU1956,47,1
SKU1957,33,2
SKU1958,0,4
SKU1959,9,1
SKU1960,244,1
SKU1961,21,1
SKU1962,382,10
SKU1963,6,1
SKU1964,0,1
SKU1965,30,7
SKU1966,12,1
SKU1967,18,1
SKU1968,11,1
SKU1969,29,2
SKU1970,49,4
SKU1971,46,2
SKU1972,5,1
SKU1973,0,1
SKU1974,47,3
SKU1975,56,1
SKU1976,9,1
SKU1977,11,1
SKU1978,49,1
SKU1979,0,1
SKU1980,104,1
SKU1981,0,1
SKU1982,8,1
SKU1983,12,2
SKU1984,1,2
SKU1985,36,2
SKU1986,20,1
SKU1987,0,1
SKU1988,0,1
SKU1989,63,2
SKU1990,4,1
SKU1991,3,2
SKU1992,77,2
SKU1993,0,1
SKU1994,7,2
SKU1995,8,2
SKU1996,8,1
SKU1997,5,2
SKU1998,17,1
SKU1999,1,1
SKU2000,7,1
SKU2001,1,2
SKU2002,13,1
SKU2003,6,1
SKU2004,18,1
SKU2005,24,5
SKU2006,6,1
SKU2007,4,1
SKU2008,0,1
SKU2009,50,1
SKU2010,37,7
SKU2011,13,2
SKU2012,0,1
SKU2013,0,1
SKU2014,14,7
SKU2015,14,1
SKU2016,6,1
SKU2017,34,1
SKU2018,0,1
SKU2019,0,1
SKU2020,21,2
SKU2021,90,2
SKU2022,0,1
SKU2023,24,1
SKU2024,2,2
SKU2025,26,3
SKU2026,18,1
SKU2027,6,1
SKU2028,35,1
SKU2029,25,2
SKU2030,7,2
SKU2031,8,1
SKU2032,12,1
SKU2033,14,1
SKU2034,6,1
SKU2035,80,3
SKU2036,4,2
SKU2037,1,1
SKU2038,131,2
SKU2039,13,2
SKU2040,13,3
SKU2041,0,1
SKU2042,39,3
SKU2043,6,8
SKU2044,2,1
SKU2045,8,1
SKU2046,4,5
SKU2047,81,1
SKU2048,0,1
SKU2049,16,1
SKU2050,217,3
SKU2051,64,2
SKU2052,6,1
SKU2053,3,1
SKU2054,29,3
SKU2055,2,1
SKU2056,54,4
SKU2057,2,2
SKU2058,0,1
SKU2059,26,2
SKU2060,1,3
SKU2061,17,1
SKU2062,0,2
SKU2063,42,1
SKU2064,21,1
SKU2065,37,3
SKU2066,7,1
SKU2067,17,1
SKU2068,10,2
SKU2069,10,2
SKU2070,18,1
SKU2071,61,1
SKU2072,58,1
SKU2073,8,1
SKU2074,14,1
SKU2075,26,1
SKU2076,3,1
SKU2077,0,1
SKU2078,7,1
SKU2079,1,1
SKU2080,5,1
SKU2081,9,1
SKU2082,7,2
SKU2083,0,2
SKU2084,7,2
SKU2085,59,2
SKU2086,30,2
SKU2087,15,1
SKU2088,14,1
SKU2089,28,2
SKU2090,9,4
SKU2091,5,2
SKU2092,0,1
SKU2093,3,2
SKU2094,35,2
SKU2095,4,1
SKU2096,4,2
SKU2097,19,2
SKU2098,0,3
SKU2099,69,1
SKU2100,77,1
SKU2101,28,1
SKU2102,142,3
SKU2103,7,1
SKU2104,27,2
SKU2105,47,5
SKU2106,3,1
SKU2107,0,2
SKU2108,1,1
SKU2109,2,3
SKU2110,3,1
SKU2111,1,1
SKU2112,43,1
SKU2113,15,1
SKU2114,92,5
SKU2115,11,2
SKU2116,21,1
SKU2117,23,1
SKU2118,9,2
SKU2119,29,1
SKU2120,28,1
SKU2121,6,3
SKU2122,31,1
SKU2123,26,1
SKU2124,15,1
SKU2125,11,1
SKU2126,89,6
SKU2127,71,1
SKU2128,52,1
SKU2129,0,3
SKU2130,2,1
SKU2131,0,2
SKU2132,1,1
SKU2133,2,1
SKU2134,115,7
SKU2135,33,2
SKU2136,2,2
SKU2137,85,2
SKU2138,49,1
SKU2139,21,1
SKU2140,5,1
SKU2141,11,3
SKU2142,19,1
SKU2143,33,1
SKU2144,9,1
SKU2145,6,1
SKU2146,3,1
SKU2147,1,2
SKU2148,23,1
SKU2149,0,1
SKU2150,73,4
SKU2151,21,3
SKU2152,44,7
SKU2153,6,2
SKU2154,8,1
SKU2155,0,1
SKU2156,1,2
SKU2157,7,1
SKU2158,65,1
SKU2159,10,6
SKU2160,4,4
SKU2161,2,1
SKU2162,17,1
SKU2163,114,4
SKU2164,2,1
SKU2165,12,8
SKU2166,97,2
SKU2167,153,7
SKU2168,9,1
SKU2169,14,1
SKU2170,17,3
SKU2171,3,2
SKU2172,4,1
SKU2173,3,1
SKU2174,3,2
SKU2175,52,2
SKU2176,3,3
SKU2177,3,1
SKU2178,11,1
SKU2179,6,1
SKU2180,65,2
SKU2181,6,2
SKU2182,0,2
SKU2183,1,3
SKU2184,0,1
SKU2185,33,4
SKU2186,0,1
SKU2187,14,1
SKU2188,4,1
SKU2189,18,1
SKU2190,22,3
SKU2191,40,1
SKU2192,5,1
SKU2193,64,1
SKU2194,8,3
SKU2195,14,1
SKU2196,43,2
SKU2197,5,1
SKU2198,11,1
SKU2199,13,8
SKU2200,1,2
SKU2201,5,7
SKU2202,36,2
SKU2203,48,1
SKU2204,11,2
SKU2205,27,1
SKU2206,70,1
SKU2207,142,1
SKU2208,69,1
SKU2209,1,1
SKU2210,81,4
SKU2211,11,1
SKU2212,39,1
SKU2213,14,2
SKU2214,10,1
SKU2215,1,1
SKU2216,42,1
SKU2217,64,1
SKU2218,19,5
SKU2219,6,1
SKU2220,24,1
SKU2221,0,3
SKU2222,12,3
SKU2223,3,1
SKU2224,3,1
SKU2225,73,1
SKU2226,0,2
SKU2227,3,5
SKU2228,27,2
SKU2229,14,2
SKU2230,22,1
SKU2231,67,1
SKU2232,22,3
SKU2233,1,1
SKU2234,9,1
SKU2235,7,1
SKU2236,45,2
SKU2237,55,1
SKU2238,0,2
SKU2239,3,1
SKU2240,23,2
SKU2241,16,2
SKU2242,35,1
SKU2243,5,1
SKU2244,19,2
SKU2245,1,1
SKU2246,5,1
SKU2247,20,1
SKU2248,15,2
SKU2249,14,1
SKU2250,1,1
SKU2251,7,1
SKU2252,10,2
SKU2253,15,1
SKU2254,5,1
SKU2255,0,3
SKU2256,99,2
SKU2257,33,2
SKU2258,13,3
SKU2259,4,1
SKU2260,13,1
SKU2261,15,1
SKU2262,36,1
SKU2263,27,2
SKU2264,9,1
SKU2265,31,2
SKU2266,4,2
SKU2267,2,2
SKU2268,7,1
SKU2269,61,1
SKU2270,20,1
SKU2271,1,2
SKU2272,5,1
SKU2273,60,4
SKU2274,0,1
SKU2275,6,1
SKU2276,10,2
SKU2277,0,1
SKU2278,16,1
SKU2279,5,1
SKU2280,63,3
SKU2281,10,1
SKU2282,20,5
SKU2283,4,3
SKU2284,0,3
SKU2285,7,1
SKU2286,16,1
SKU2287,16,1
SKU2288,19,1
SKU2289,2,1
SKU2290,11,1
SKU2291,52,8
SKU2292,10,1
SKU2293,0,1
SKU2294,25,1
SKU2295,0,3
SKU2296,0,1
SKU2297,16,1
SKU2298,7,2
SKU2299,5,1
SKU2300,0,1
SKU2301,53,1
SKU2302,0,1
SKU2303,28,2
SKU2304,7,1
SKU2305,0,1
SKU2306,7,3
SKU2307,3,1
SKU2308,19,1
SKU2309,11,2
SKU2310,3,2
SKU2311,3,3
SKU2312,1,1
SKU2313,7,1
SKU2314,8,1
SKU2315,71,5
SKU2316,9,1
SKU2317,5,1
SKU2318,2,2
SKU2319,11,1
SKU2320,4,8
SKU2321,34,2
SKU2322,0,1
SKU2323,15,1
SKU2324,18,1
SKU2325,16,1
SKU2326,39,6
SKU2327,0,1
SKU2328,17,1
SKU2329,11,2
SKU2330,20,1
SKU2331,22,1
SKU2332,3,2
SKU2333,1,1
SKU2334,0,1
SKU2335,9,1
SKU2336,45,5
SKU2337,0,1
SKU2338,0,2
SKU2339,17,1
SKU2340,20,1
SKU2341,17,1
SKU2342,47,3
SKU2343,4,1
SKU2344,86,1
SKU2345,25,2
SKU2346,1,1
SKU2347,1,2
SKU2348,1,1
SKU2349,1,1
SKU2350,9,3
SKU2351,9,1
SKU2352,15,1
SKU2353,54,1
SKU2354,50,1
SKU2355,21,1
SKU2356,4,7
SKU2357,18,2
SKU2358,60,1
SKU2359,2,6
SKU2360,6,1
SKU2361,16,2
SKU2362,18,1
SKU2363,0,1
SKU2364,48,1
SKU2365,8,1
SKU2366,10,1
SKU2367,1,1
SKU2368,7,1
SKU2369,12,1
SKU2370,1,1
SKU2371,3,2
SKU2372,0,1
SKU2373,5,5
SKU2374,1,2
SKU2375,4,1
SKU2376,3,1
SKU2377,53,8
SKU2378,5,1
SKU2379,117,2
SKU2380,21,2
SKU2381,9,1
SKU2382,0,1
SKU2383,9,1
SKU2384,3,1
SKU2385,33,2
SKU2386,17,1
SKU2387,11,1
SKU2388,172,1
SKU2389,0,1
SKU2390,180,5
SKU2391,36,1
SKU2392,62,2
SKU2393,2,3
SKU2394,26,3
SKU2395,13,1
SKU2396,1,1
SKU2397,7,2
SKU2398,6,6
SKU2399,21,1
SKU2400,57,3
SKU2401,12,8
SKU2402,523,8
SKU2403,17,5
SKU2404,11,2
SKU2405,31,1
SKU2406,0,2
SKU2407,27,3
SKU2408,5,1
SKU2409,15,2
SKU2410,17,1
SKU2411,7,1
SKU2412,30,2
SKU2413,2,4
SKU2414,103,3
SKU2415,4,2
SKU2416,28,2
SKU2417,20,1
SKU2418,5,1
SKU2419,8,1
SKU2420,15,1
SKU2421,8,2
SKU2422,23,6
SKU2423,51,4
SKU2424,0,1
SKU2425,1,1
SKU2426,67,1
SKU2427,37,2
SKU2428,7,1
SKU2429,11,2
SKU2430,0,1
SKU2431,12,4
SKU2432,25,1
SKU2433,19,1
SKU2434,3,1
SKU2435,29,1
SKU2436,6,1
SKU2437,11,2
SKU2438,0,3
SKU2439,64,8
SKU2440,4,1
SKU2441,0,2
SKU2442,31,1
SKU2443,11,1
SKU2444,4,1
SKU2445,8,1
SKU2446,9,2
SKU2447,1,1
SKU2448,2,1
SKU2449,2,2
SKU2450,29,7
SKU2451,4,1
SKU2452,66,3
SKU2453,34,2
SKU2454,118,3
SKU2455,0,1
SKU2456,10,2
SKU2457,7,3
SKU2458,49,1
SKU2459,23,2
SKU2460,41,1
SKU2461,1,1
SKU2462,8,1
SKU2463,81,1
SKU2464,6,1
SKU2465,36,2
SKU2466,255,3
SKU2467,288,10
SKU2468,24,1
SKU2469,42,1
SKU2470,1,1
SKU2471,9,1
SKU2472,93,1
SKU2473,0,1
SKU2474,78,3
SKU2475,1,1
SKU2476,17,1
SKU2477,14,2
SKU2478,32,1
SKU2479,31,1
SKU2480,31,2
SKU2481,19,1
SKU2482,11,1
SKU2483,4,1
SKU2484,5,3
SKU2485,7,1
SKU2486,0,1
SKU2487,3,1
SKU2488,1,2
SKU2489,0,1
SKU2490,25,1
SKU2491,9,1
SKU2492,29,1
SKU2493,12,3
SKU2494,11,1
SKU2495,17,1
SKU2496,5,1
SKU2497,24,2
SKU2498,4,1
SKU2499,4,1
SKU2500,27,2
SKU2501,7,1
SKU2502,18,3
SKU2503,70,1
SKU2504,9,1
SKU2505,3,1
SKU2506,5,1
SKU2507,0,1
SKU2508,32,2
SKU2509,0,1
SKU2510,0,1
SKU2511,16,1
SKU2512,4,1
SKU2513,28,2
SKU2514,11,1
SKU2515,223,5
SKU2516,7,3
SKU2517,2,2
SKU2518,4,1
SKU2519,11,1
SKU2520,2,2
SKU2521,3,1
SKU2522,17,3
SKU2523,0,1
SKU2524,7,1
SKU2525,52,2
SKU2526,0,1
SKU2527,12,2
SKU2528,18,2
SKU2529,5,1
SKU2530,18,1
SKU2531,5,9
SKU2532,50,4
SKU2533,6,1
SKU2534,10,1
SKU2535,1,1
SKU2536,3,1
SKU2537,2,2
SKU2538,14,1
SKU2539,15,1
SKU2540,0,2
SKU2541,5,1
SKU2542,24,1
SKU2543,6,2
SKU2544,2,1
SKU2545,8,1
SKU2546,17,3
SKU2547,5,1
SKU2548,24,3
SKU2549,73,4
SKU2550,15,1
SKU2551,2,2
SKU2552,3,1
SKU2553,67,6
SKU2554,2,1
SKU2555,55,1
SKU2556,29,2
SKU2557,1,1
SKU2558,11,2
SKU2559,42,1
SKU2560,108,1
SKU2561,149,2
SKU2562,19,1
SKU2563,4,1
SKU2564,3,1
SKU2565,94,5
SKU2566,17,3
SKU2567,46,1
SKU2568,12,1
SKU2569,1,1
SKU2570,13,3
SKU2571,26,1
SKU2572,67,3
SKU2573,32,1
SKU2574,9,1
SKU2575,3,1
SKU2576,44,9
SKU2577,2,7
SKU2578,64,3
SKU2579,15,2
SKU2580,10,2
SKU2581,11,1
SKU2582,59,3
SKU2583,1,2
SKU2584,11,4
SKU2585,9,1
SKU2586,6,1
SKU2587,9,1
SKU2588,2,1
SKU2589,8,2
SKU2590,13,1
SKU2591,33,2
SKU2592,6,1
SKU2593,22,1
SKU2594,3,1
SKU2595,4,1
SKU2596,25,3
SKU2597,0,1
SKU2598,12,1
SKU2599,200,3
SKU2600,1,1
SKU2601,7,1
SKU2602,26,1
SKU2603,10,1
SKU2604,19,1
SKU2605,0,1
SKU2606,40,2
SKU2607,232,9
SKU2608,27,2
SKU2609,23,8
SKU2610,16,1
SKU2611,15,1
SKU2612,0,1
SKU2613,4,2
SKU2614,65,1
SKU2615,1,1
SKU2616,4,1
SKU2617,2,1
SKU2618,0,2
SKU2619,49,1
SKU2620,5,1
SKU2621,0,1
SKU2622,0,2
SKU2623,3,1
SKU2624,21,2
SKU2625,82,3
SKU2626,27,1
SKU2627,17,1
SKU2628,20,2
SKU2629,7,3
SKU2630,0,1
SKU2631,4,1
SKU2632,40,1
SKU2633,2,1
SKU2634,0,1
SKU2635,5,1
SKU2636,20,2
SKU2637,92,1
SKU2638,11,1
SKU2639,16,1
SKU2640,6,7
SKU2641,0,5
SKU2642,4,3
SKU2643,1,1
SKU2644,16,1
SKU2645,30,3
SKU2646,0,1
SKU2647,748,8
SKU2648,320,2
SKU2649,27,2
SKU2650,15,1
SKU2651,34,2
SKU2652,108,5
SKU2653,11,1
SKU2654,51,8
SKU2655,8,1
SKU2656,110,4
SKU2657,11,1
SKU2658,2,1
SKU2659,0,1
SKU2660,13,1
SKU2661,0,1
SKU2662,256,5
SKU2663,6,1
SKU2664,10,1
SKU2665,27,2
SKU2666,18,3
SKU2667,158,2
SKU2668,1,2
SKU2669,0,1
SKU2670,61,2
SKU2671,17,1
SKU2672,284,1
SKU2673,46,1
SKU2674,9,1
SKU2675,26,1
SKU2676,29,2
SKU2677,55,1
SKU2678,96,1
SKU2679,4,2
SKU2680,16,1
SKU2681,14,1
SKU2682,9,1
SKU2683,0,1
SKU2684,2,1
SKU2685,0,1
SKU2686,68,4
SKU2687,20,2
SKU2688,71,2
SKU2689,18,1
SKU2690,5,3
SKU2691,268,1
SKU2692,26,1
SKU2693,1,1
SKU2694,3,1
SKU2695,1,1
SKU2696,6,1
SKU2697,17,1
SKU2698,371,5
SKU2699,8,1
SKU2700,0,1
SKU2701,7,1
SKU2702,0,1
SKU2703,4,2
SKU2704,0,1
SKU2705,0,1
SKU2706,0,1
SKU2707,21,1
SKU2708,35,2
SKU2709,9,1
SKU2710,36,1
SKU2711,51,2
SKU2712,121,4
SKU2713,23,9
SKU2714,3,8
SKU2715,0,1
SKU2716,21,5
SKU2717,9,1
SKU2718,8,1
SKU2719,70,2
SKU2720,35,4
SKU2721,25,1
SKU2722,0,1
SKU2723,8,2
SKU2724,59,1
SKU2725,23,1
SKU2726,17,1
SKU2727,66,1
SKU2728,53,1
SKU2729,12,1
SKU2730,39,4
SKU2731,3,3
SKU2732,50,3
SKU2733,50,1
SKU2734,36,2
SKU2735,5,2
SKU2736,9,1
SKU2737,0,1
SKU2738,28,3
SKU2739,1,2
SKU2740,7,1
SKU2741,18,1
SKU2742,50,1
SKU2743,0,1
SKU2744,55,4
SKU2745,0,1
SKU2746,13,1
SKU2747,5,3
SKU2748,2,2
SKU2749,45,1
SKU2750,0,1
SKU2751,6,1
SKU2752,0,1
SKU2753,20,1
SKU2754,50,2
SKU2755,42,1
SKU2756,26,1
SKU2757,25,1
SKU2758,69,2
SKU2759,68,2
SKU2760,3,5
SKU2761,2,3
SKU2762,4,1
SKU2763,16,1
SKU2764,9,1
SKU2765,6,1
SKU2766,97,1
SKU2767,3,1
SKU2768,3,1
SKU2769,2,1
SKU2770,32,1
SKU2771,21,1
SKU2772,9,4
SKU2773,26,1
SKU2774,80,1
SKU2775,10,1
SKU2776,0,1
SKU2777,4,1
