SKU,init_stock,vlt
SKU1497,11,2
SKU1498,282,6
SKU1499,54,1
SKU1500,8,1
SKU1501,7,1
SKU1502,97,4
SKU1503,12,1
SKU1504,4,1
SKU1505,32,1
SKU1506,4,1
SKU1507,8,1
SKU1508,34,2
SKU1509,4,1
SKU1510,7,1
SKU1511,14,1
SKU1512,0,1
SKU1513,0,3
SKU1514,1,1
SKU1515,5,2
SKU1516,2,1
SKU1517,9,1
SKU1518,13,2
SKU1519,15,2
SKU1520,2,1
SKU1521,21,1
SKU1522,24,1
SKU1523,19,1
SKU1524,213,1
SKU1525,13,5
SKU1526,12,1
SKU1527,5,1
SKU1528,18,1
SKU1529,21,1
SKU1530,26,1
SKU1531,20,1
SKU1532,5,1
SKU1533,62,1
SKU1534,2,1
SKU1535,9,7
SKU1536,7,1
SKU1537,33,2
SKU1538,23,1
SKU1539,5,1
SKU1540,13,3
SKU1541,20,1
SKU1542,137,6
SKU1543,1,1
SKU1544,1,2
SKU1545,20,1
SKU1546,1,1
SKU1547,0,1
SKU1548,20,1
SKU1549,13,1
SKU1550,6,1
SKU1551,25,1
SKU1552,5,1
SKU1553,1,1
SKU1554,860,1
SKU1555,95,1
SKU1556,18,3
SKU1557,2,2
SKU1558,19,1
SKU1559,9,1
SKU1560,14,1
SKU1561,0,1
SKU1562,39,3
SKU1563,0,1
SKU1564,129,1
SKU1565,106,1
SKU1566,60,2
SKU1567,1,1
SKU1568,88,2
SKU1569,6,3
SKU1570,11,1
SKU1571,0,1
SKU1572,11,5
SKU1573,1,1
SKU1574,11,1
SKU1575,12,2
SKU1576,5,1
SKU1577,11,1
SKU1578,21,2
SKU1579,135,7
SKU1580,35,3
SKU1581,16,1
SKU1582,14,1
SKU1583,26,8
SKU1584,10,1
SKU1585,3,3
SKU1586,29,7
SKU1587,55,1
SKU1588,11,1
SKU1589,11,2
SKU1590,5,1
SKU1591,0,1
SKU1592,11,1
SKU1593,128,1
SKU1594,11,2
SKU1595,5,1
SKU1596,16,1
SKU1597,0,4
SKU1598,9,1
SKU1599,1,2
SKU1600,1,1
SKU1601,59,5
SKU1602,8,1
SKU1603,1,1
SKU1604,0,1
SKU1605,0,1
SKU1606,15,1
SKU1607,9,1
SKU1608,7,1
SKU1609,221,1
SKU1610,0,1
SKU1611,41,2
SKU1612,23,1
SKU1613,1,1
SKU1614,40,2
SKU1615,8,1
SKU1616,0,1
SKU1617,64,3
SKU1618,16,1
SKU1619,1,2
SKU1620,30,1
SKU1621,12,1
SKU1622,18,3
SKU1623,2,2
SKU1624,13,1
SKU1625,18,5
SKU1626,13,1
SKU1627,1,1
SKU1628,0,1
SKU1629,103,4
SKU1630,71,3
SKU1631,385,1
SKU1632,20,1
SKU1633,11,2
SKU1634,31,4
SKU1635,20,3
SKU1636,2,1
SKU1637,22,1
SKU1638,84,1
SKU1639,5,1
SKU1640,49,1
SKU1641,97,1
SKU1642,21,1
SKU1643,21,2
SKU1644,32,1
SKU1645,19,1
SKU1646,2,1
SKU1647,8,1
SKU1648,19,1
SKU1649,11,2
SKU1650,0,4
SKU1651,7,1
SKU1652,10,1
SKU1653,2,1
SKU1654,81,10
SKU1655,7,1
SKU1656,170,1
SKU1657,16,1
SKU1658,16,1
SKU1659,0,1
SKU1660,10,1
SKU1661,19,3
SKU1662,36,1
SKU1663,1,1
SKU1664,26,4
SKU1665,10,2
SKU1666,118,3
SKU1667,10,2
SKU1668,0,5
SKU1669,5,1
SKU1670,1,1
SKU1671,17,1
SKU1672,3,1
SKU1673,18,3
SKU1674,17,3
SKU1675,0,1
SKU1676,23,1
SKU1677,30,3
SKU1678,0,1
SKU1679,0,2
SKU1680,7,2
SKU1681,48,1
SKU1682,7,2
SKU1683,14,2
SKU1684,0,1
SKU1685,1,1
SKU1686,2,1
SKU1687,0,2
SKU1688,0,1
SKU1689,3,2
SKU1690,30,1
SKU1691,6,1
SKU1692,23,2
SKU1693,45,1
SKU1694,15,1
SKU1695,42,5
SKU1696,6,1
SKU1697,1,2
SKU1698,26,3
SKU1699,19,3
SKU1700,8,3
SKU1701,46,3
SKU1702,1,2
SKU1703,0,2
SKU1704,0,1
SKU1705,10,2
SKU1706,0,1
SKU1707,5,1
SKU1708,0,1
SKU1709,60,7
SKU1710,23,8
SKU1711,4,1
SKU1712,15,1
SKU1713,12,1
SKU1714,0,1
SKU1715,0,1
SKU1716,47,3
SKU1717,2,1
SKU1718,0,1
SKU1719,0,1
SKU1720,0,1
SKU1721,7,1
SKU1722,9,1
SKU1723,0,3
SKU1724,2,2
SKU1725,3,2
SKU1726,11,3
SKU1727,40,1
SKU1728,45,1
SKU1729,8,1
SKU1730,3,1
SKU1731,28,2
SKU1732,5,1
SKU1733,0,1
SKU1734,168,1
SKU1735,19,1
SKU1736,42,1
SKU1737,13,1
SKU1738,23,1
SKU1739,12,1
SKU1740,0,1
SKU1741,0,1
SKU1742,0,1
SKU1743,3,1
SKU1744,4,2
SKU1745,10,2
SKU1746,0,1
SKU1747,57,2
SKU1748,51,2
SKU1749,36,1
SKU1750,23,1
SKU1751,80,3
SKU1752,11,1
SKU1753,9,1
SKU1754,36,1
SKU1755,18,1
SKU1756,0,1
SKU1757,38,1
SKU1758,2,1
SKU1759,393,5
SKU1760,51,8
SKU1761,1,1
SKU1762,210,5
SKU1763,13,2
SKU1764,59,1
SKU1765,9,1
SKU1766,0,1
SKU1767,9,1
SKU1768,1,1
SKU1769,7,3
SKU1770,5,1
SKU1771,13,3
SKU1772,11,2
SKU1773,21,7
SKU1774,9,1
SKU1775,169,1
SKU1776,292,3
SKU1777,84,3
SKU1778,25,1
SKU1779,7,4
SKU1780,2,2
SKU1781,130,2
SKU1782,323,1
SKU1783,64,4
SKU1784,11,1
SKU1785,13,5
SKU1786,23,1
SKU1787,1,1
SKU1788,13,3
SKU1789,15,1
SKU1790,3,1
SKU1791,20,1
SKU1792,60,2
SKU1793,0,1
SKU1794,6,2
SKU1795,100,2
SKU1796,102,1
SKU1797,48,2
SKU1798,33,2
SKU1799,4,2
SKU1800,28,1
SKU1801,26,2
SKU1802,40,2
SKU1803,30,1
SKU1804,128,6
SKU1805,9,1
SKU1806,616,1
SKU1807,5,1
SKU1808,35,1
SKU1809,17,1
SKU1810,39,2
SKU1811,5,1
SKU1812,11,1
SKU1813,0,1
SKU1814,0,1
SKU1815,7,1
SKU1816,12,1
SKU1817,4,1
SKU1818,0,1
SKU1819,5,1
SKU1820,40,3
SKU1821,34,2
SKU1822,10,1
SKU1823,0,1
SKU1824,0,1
SKU1825,3,2
SKU1826,0,1
SKU1827,12,8
SKU1828,1,1
SKU1829,15,1
SKU1830,6,1
SKU1831,4,1
SKU1832,268,1
SKU1833,8,4
SKU1834,1,1
SKU1835,52,1
SKU1836,12,1
SKU1837,26,1
SKU1838,0,2
SKU1839,6,2
SKU1840,11,1
SKU1841,43,2
SKU1842,16,1
SKU1843,13,3
SKU1844,11,1
SKU1845,20,1
SKU1846,22,2
SKU1847,33,1
SKU1848,4,1
SKU1849,9,2
SKU1850,26,3
SKU1851,19,3
SKU1852,11,1
SKU1853,0,1
SKU1854,10,1
SKU1855,16,2
SKU1856,5,1
SKU1857,49,2
SKU1858,0,1
SKU1859,7,1
SKU1860,18,1
SKU1861,6,1
SKU1862,21,1
SKU1863,83,1
SKU1864,26,2
SKU1865,23,1
SKU1866,28,1
SKU1867,13,1
SKU1868,32,5
SKU1869,0,1
SKU1870,0,2
SKU1871,0,1
SKU1872,4,2
SKU1873,10,1
SKU1874,50,2
SKU1875,6,1
SKU1876,15,7
SKU1877,11,1
SKU1878,5,1
SKU1879,16,1
SKU1880,1,1
SKU1881,15,4
SKU1882,14,1
SKU1883,6,2
SKU1884,1,1
SKU1885,2,1
SKU1886,2,1
SKU1887,21,1
SKU1888,24,1
SKU1889,7,1
SKU1890,13,1
SKU1891,1,1
SKU1892,0,2
SKU1893,6,3
SKU1894,15,3
SKU1895,20,2
SKU1896,12,1
SKU1897,5,1
SKU1898,4,1
SKU1899,24,1
SKU1900,4,2
SKU1901,275,2
SKU1902,34,3
SKU1903,614,8
SKU1904,0,1
SKU1905,15,1
SKU1906,30,3
SKU1907,1,1
SKU1908,27,1
SKU1909,111,2
SKU1910,9,1
SKU1911,18,1
SKU1912,8,1
SKU1913,5,1
SKU1914,1,1
SKU1915,14,1
SKU1916,20,1
SKU1917,5,4
SKU1918,0,3
SKU1919,34,1
SKU1920,7,2
SKU1921,121,2
SKU1922,0,1
SKU1923,31,3
SKU1924,5,4
SKU1925,20,3
SKU1926,3,1
SKU1927,15,10
SKU1928,0,1
SKU1929,16,1
SKU1930,12,1
SKU1931,4,3
SKU1932,0,2
SKU1933,48,1
SKU1934,9,2
SKU1935,6,1
SKU1936,33,1
SKU1937,32,2
SKU1938,0,1
SKU1939,14,2
SKU1940,6,1
SKU1941,32,1
SKU1942,18,2
SKU1943,14,1
SKU1944,0,1
SKU1945,0,1
SKU1946,0,1
SKU1947,28,1
SKU1948,10,2
SKU1949,10,1
SKU1950,0,1
SKU1951,15,1
SKU1952,12,1
SKU1953,1,2
SKU1954,39,1
SKU1955,103,1
SKU1956,6,1
SKU1957,20,1
SKU1958,0,2
SKU1959,4,1
SKU1960,347,1
SKU1961,11,1
SKU1962,412,5
SKU1963,1,2
SKU1964,0,1
SKU1965,3,8
SKU1966,15,1
SKU1967,24,1
SKU1968,2,1
SKU1969,25,1
SKU1970,223,6
SKU1971,119,2
SKU1972,14,1
SKU1973,0,1
SKU1974,51,1
SKU1975,31,1
SKU1976,1,1
SKU1977,22,1
SKU1978,16,2
SKU1979,19,1
SKU1980,56,2
SKU1981,12,1
SKU1982,2,1
SKU1983,18,1
SKU1984,2,1
SKU1985,32,3
SKU1986,28,3
SKU1987,0,1
SKU1988,0,1
SKU1989,15,2
SKU1990,18,1
SKU1991,0,1
SKU1992,12,3
SKU1993,0,2
SKU1994,4,2
SKU1995,6,1
SKU1996,11,1
SKU1997,8,5
SKU1998,23,1
SKU1999,25,1
SKU2000,5,1
SKU2001,0,4
SKU2002,10,2
SKU2003,11,1
SKU2004,0,1
SKU2005,25,3
SKU2006,8,1
SKU2007,9,3
SKU2008,13,1
SKU2009,43,1
SKU2010,70,5
SKU2011,7,2
SKU2012,8,1
SKU2013,0,1
SKU2014,2,6
SKU2015,9,2
SKU2016,5,1
SKU2017,3,1
SKU2018,0,1
SKU2019,0,1
SKU2020,2,2
SKU2021,89,3
SKU2022,0,3
SKU2023,36,1
SKU2024,3,2
SKU2025,10,2
SKU2026,13,1
SKU2027,6,1
SKU2028,3,1
SKU2029,21,1
SKU2030,0,3
SKU2031,5,1
SKU2032,31,2
SKU2033,17,1
SKU2034,178,2
SKU2035,50,2
SKU2036,8,2
SKU2037,1,1
SKU2038,186,2
SKU2039,8,2
SKU2040,15,1
SKU2041,1,1
SKU2042,57,3
SKU2043,21,8
SKU2044,1,1
SKU2045,11,1
SKU2046,10,4
SKU2047,73,1
SKU2048,3,1
SKU2049,1,1
SKU2050,94,3
SKU2051,90,3
SKU2052,6,2
SKU2053,0,1
SKU2054,19,2
SKU2055,4,1
SKU2056,832,6
SKU2057,3,1
SKU2058,10,1
SKU2059,41,1
SKU2060,4,1
SKU2061,15,1
SKU2062,0,2
SKU2063,4,1
SKU2064,6,1
SKU2065,52,2
SKU2066,1,1
SKU2067,20,1
SKU2068,5,6
SKU2069,4,1
SKU2070,18,1
SKU2071,55,1
SKU2072,42,1
SKU2073,24,1
SKU2074,20,2
SKU2075,10,2
SKU2076,0,2
SKU2077,0,2
SKU2078,20,1
SKU2079,2,1
SKU2080,4,2
SKU2081,9,1
SKU2082,7,2
SKU2083,0,1
SKU2084,5,1
SKU2085,10,2
SKU2086,3,2
SKU2087,23,1
SKU2088,28,1
SKU2089,15,1
SKU2090,35,3
SKU2091,5,1
SKU2092,0,2
SKU2093,5,2
SKU2094,21,1
SKU2095,15,1
SKU2096,15,2
SKU2097,13,1
SKU2098,0,1
SKU2099,66,1
SKU2100,85,1
SKU2101,11,1
SKU2102,198,6
SKU2103,1,2
SKU2104,4,1
SKU2105,67,4
SKU2106,5,1
SKU2107,0,4
SKU2108,2,1
SKU2109,7,1
SKU2110,6,1
SKU2111,1,2
SKU2112,32,1
SKU2113,17,1
SKU2114,128,8
SKU2115,95,1
SKU2116,7,1
SKU2117,21,1
SKU2118,33,3
SKU2119,25,1
SKU2120,49,1
SKU2121,0,3
SKU2122,24,1
SKU2123,16,1
SKU2124,31,1
SKU2125,21,1
SKU2126,97,4
SKU2127,64,2
SKU2128,57,1
SKU2129,24,4
SKU2130,7,1
SKU2131,0,1
SKU2132,11,1
SKU2133,21,1
SKU2134,118,4
SKU2135,45,3
SKU2136,9,1
SKU2137,2,1
SKU2138,64,1
SKU2139,21,3
SKU2140,13,1
SKU2141,1,2
SKU2142,18,1
SKU2143,29,1
SKU2144,20,2
SKU2145,7,2
SKU2146,7,1
SKU2147,32,4
SKU2148,27,1
SKU2149,0,1
SKU2150,93,4
SKU2151,3,2
SKU2152,10,5
SKU2153,31,3
SKU2154,11,1
SKU2155,11,1
SKU2156,1,2
SKU2157,3,1
SKU2158,53,1
SKU2159,7,9
SKU2160,51,5
SKU2161,10,2
SKU2162,7,1
SKU2163,26,3
SKU2164,0,1
SKU2165,30,5
SKU2166,124,1
SKU2167,150,6
SKU2168,13,1
SKU2169,39,1
SKU2170,47,2
SKU2171,8,3
SKU2172,53,1
SKU2173,5,2
SKU2174,2,1
SKU2175,91,1
SKU2176,13,3
SKU2177,6,1
SKU2178,5,1
SKU2179,6,1
SKU2180,67,2
SKU2181,17,2
SKU2182,0,3
SKU2183,10,1
SKU2184,8,1
SKU2185,37,4
SKU2186,0,1
SKU2187,7,1
SKU2188,8,2
SKU2189,11,1
SKU2190,35,3
SKU2191,27,1
SKU2192,0,1
SKU2193,55,1
SKU2194,37,2
SKU2195,24,1
SKU2196,105,2
SKU2197,6,1
SKU2198,41,2
SKU2199,32,6
SKU2200,1,2
SKU2201,10,4
SKU2202,1,2
SKU2203,30,2
SKU2204,134,2
SKU2205,1,1
SKU2206,8,1
SKU2207,19,1
SKU2208,42,1
SKU2209,2,1
SKU2210,129,3
SKU2211,2,1
SKU2212,126,1
SKU2213,57,2
SKU2214,9,1
SKU2215,7,1
SKU2216,0,2
SKU2217,61,1
SKU2218,18,4
SKU2219,10,1
SKU2220,17,1
SKU2221,0,3
SKU2222,13,1
SKU2223,12,1
SKU2224,7,1
SKU2225,25,3
SKU2226,0,2
SKU2227,40,4
SKU2228,25,1
SKU2229,15,1
SKU2230,8,2
SKU2231,18,1
SKU2232,34,2
SKU2233,5,1
SKU2234,5,1
SKU2235,16,2
SKU2236,41,1
SKU2237,18,3
SKU2238,4,1
SKU2239,22,1
SKU2240,50,2
SKU2241,32,1
SKU2242,30,2
SKU2243,60,2
SKU2244,18,3
SKU2245,0,1
SKU2246,5,2
SKU2247,6,2
SKU2248,21,1
SKU2249,11,1
SKU2250,0,1
SKU2251,26,1
SKU2252,7,1
SKU2253,12,1
SKU2254,13,1
SKU2255,0,5
SKU2256,10,1
SKU2257,41,1
SKU2258,14,8
SKU2259,2,1
SKU2260,12,1
SKU2261,26,2
SKU2262,33,1
SKU2263,7,1
SKU2264,10,1
SKU2265,18,1
SKU2266,35,3
SKU2267,1,1
SKU2268,4,1
SKU2269,84,1
SKU2270,5,1
SKU2271,3,3
SKU2272,2,1
SKU2273,11,2
SKU2274,0,1
SKU2275,21,1
SKU2276,16,1
SKU2277,0,1
SKU2278,0,1
SKU2279,3,2
SKU2280,39,2
SKU2281,17,2
SKU2282,14,4
SKU2283,19,1
SKU2284,1,2
SKU2285,55,1
SKU2286,20,1
SKU2287,47,1
SKU2288,16,1
SKU2289,2,2
SKU2290,7,1
SKU2291,10,9
SKU2292,0,1
SKU2293,0,1
SKU2294,23,1
SKU2295,11,3
SKU2296,0,1
SKU2297,32,1
SKU2298,2,2
SKU2299,3,1
SKU2300,11,1
SKU2301,67,1
SKU2302,10,1
SKU2303,0,1
SKU2304,8,1
SKU2305,0,1
SKU2306,30,2
SKU2307,21,1
SKU2308,25,2
SKU2309,6,3
SKU2310,11,2
SKU2311,16,3
SKU2312,5,1
SKU2313,0,1
SKU2314,9,1
SKU2315,38,6
SKU2316,4,1
SKU2317,7,3
SKU2318,9,2
SKU2319,7,1
SKU2320,4,4
SKU2321,2,1
SKU2322,0,1
SKU2323,10,1
SKU2324,8,1
SKU2325,10,1
SKU2326,55,2
SKU2327,12,1
SKU2328,10,1
SKU2329,7,1
SKU2330,25,1
SKU2331,26,1
SKU2332,2,1
SKU2333,0,3
SKU2334,0,1
SKU2335,13,1
SKU2336,45,3
SKU2337,0,1
SKU2338,12,1
SKU2339,7,1
SKU2340,10,1
SKU2341,33,2
SKU2342,14,3
SKU2343,5,1
SKU2344,63,1
SKU2345,2,1
SKU2346,22,2
SKU2347,3,2
SKU2348,1,1
SKU2349,33,3
SKU2350,8,3
SKU2351,8,1
SKU2352,16,2
SKU2353,61,2
SKU2354,62,1
SKU2355,10,1
SKU2356,15,7
SKU2357,0,1
SKU2358,92,1
SKU2359,5,4
SKU2360,8,1
SKU2361,19,3
SKU2362,39,2
SKU2363,4,1
SKU2364,146,1
SKU2365,12,1
SKU2366,5,1
SKU2367,24,1
SKU2368,23,2
SKU2369,16,1
SKU2370,21,1
SKU2371,0,2
SKU2372,0,1
SKU2373,13,7
SKU2374,12,1
SKU2375,34,1
SKU2376,0,3
SKU2377,94,8
SKU2378,1,1
SKU2379,22,1
SKU2380,15,1
SKU2381,26,1
SKU2382,0,1
SKU2383,11,1
SKU2384,17,1
SKU2385,90,3
SKU2386,18,1
SKU2387,5,1
SKU2388,93,2
SKU2389,15,1
SKU2390,25,3
SKU2391,41,1
SKU2392,13,1
SKU2393,22,3
SKU2394,21,2
SKU2395,5,2
SKU2396,1,1
SKU2397,5,1
SKU2398,6,4
SKU2399,18,1
SKU2400,24,3
SKU2401,58,5
SKU2402,103,5
SKU2403,31,4
SKU2404,16,1
SKU2405,20,1
SKU2406,0,1
SKU2407,22,1
SKU2408,9,1
SKU2409,16,3
SKU2410,14,1
SKU2411,6,2
SKU2412,11,2
SKU2413,63,2
SKU2414,22,3
SKU2415,34,2
SKU2416,22,2
SKU2417,10,2
SKU2418,8,1
SKU2419,7,1
SKU2420,32,1
SKU2421,13,3
SKU2422,40,4
SKU2423,33,8
SKU2424,0,1
SKU2425,3,1
SKU2426,66,1
SKU2427,136,2
SKU2428,14,1
SKU2429,1,2
SKU2430,0,1
SKU2431,3,3
SKU2432,21,1
SKU2433,4,1
SKU2434,1,1
SKU2435,22,1
SKU2436,4,1
SKU2437,18,1
SKU2438,0,2
SKU2439,24,5
SKU2440,11,1
SKU2441,0,3
SKU2442,22,2
SKU2443,0,3
SKU2444,0,1
SKU2445,10,1
SKU2446,40,2
SKU2447,8,1
SKU2448,3,1
SKU2449,9,1
SKU2450,68,7
SKU2451,4,1
SKU2452,32,3
SKU2453,47,2
SKU2454,145,2
SKU2455,0,2
SKU2456,5,1
SKU2457,23,1
SKU2458,13,1
SKU2459,80,1
SKU2460,62,1
SKU2461,3,2
SKU2462,5,2
SKU2463,49,2
SKU2464,2,1
SKU2465,3,2
SKU2466,319,3
SKU2467,25,7
SKU2468,19,2
SKU2469,14,1
SKU2470,0,1
SKU2471,0,1
SKU2472,79,1
SKU2473,26,1
SKU2474,76,2
SKU2475,12,2
SKU2476,21,1
SKU2477,4,1
SKU2478,26,1
SKU2479,52,2
SKU2480,7,1
SKU2481,5,1
SKU2482,33,1
SKU2483,0,1
SKU2484,5,2
SKU2485,9,1
SKU2486,0,1
SKU2487,8,1
SKU2488,8,2
SKU2489,0,1
SKU2490,2,1
SKU2491,8,1
SKU2492,64,1
SKU2493,9,2
SKU2494,4,1
SKU2495,9,1
SKU2496,4,1
SKU2497,34,1
SKU2498,5,1
SKU2499,14,1
SKU2500,61,2
SKU2501,11,1
SKU2502,43,3
SKU2503,18,1
SKU2504,2,2
SKU2505,7,1
SKU2506,21,2
SKU2507,0,1
SKU2508,30,3
SKU2509,13,1
SKU2510,0,1
SKU2511,27,2
SKU2512,0,1
SKU2513,7,1
SKU2514,13,1
SKU2515,124,2
SKU2516,62,2
SKU2517,1,2
SKU2518,9,1
SKU2519,12,1
SKU2520,9,2
SKU2521,9,1
SKU2522,5,2
SKU2523,1,1
SKU2524,2,1
SKU2525,28,2
SKU2526,0,2
SKU2527,10,1
SKU2528,5,1
SKU2529,16,3
SKU2530,17,1
SKU2531,9,6
SKU2532,28,4
SKU2533,0,2
SKU2534,10,1
SKU2535,5,1
SKU2536,2,1
SKU2537,12,2
SKU2538,16,1
SKU2539,3,2
SKU2540,4,1
SKU2541,0,1
SKU2542,32,1
SKU2543,1,1
SKU2544,7,1
SKU2545,8,1
SKU2546,31,2
SKU2547,4,1
SKU2548,33,2
SKU2549,65,5
SKU2550,5,1
SKU2551,4,1
SKU2552,4,1
SKU2553,94,3
SKU2554,0,1
SKU2555,28,1
SKU2556,2,1
SKU2557,3,2
SKU2558,35,3
SKU2559,23,1
SKU2560,50,1
SKU2561,31,1
SKU2562,23,1
SKU2563,9,2
SKU2564,3,2
SKU2565,94,3
SKU2566,27,2
SKU2567,37,1
SKU2568,11,1
SKU2569,6,1
SKU2570,4,3
SKU2571,21,3
SKU2572,4,5
SKU2573,42,1
SKU2574,45,1
SKU2575,3,1
SKU2576,50,9
SKU2577,99,3
SKU2578,18,6
SKU2579,8,2
SKU2580,13,2
SKU2581,7,1
SKU2582,68,1
SKU2583,26,1
SKU2584,55,7
SKU2585,5,2
SKU2586,11,1
SKU2587,20,1
SKU2588,6,1
SKU2589,34,1
SKU2590,2,1
SKU2591,26,2
SKU2592,13,1
SKU2593,20,1
SKU2594,3,1
SKU2595,7,1
SKU2596,23,2
SKU2597,0,1
SKU2598,10,1
SKU2599,219,6
SKU2600,0,1
SKU2601,12,2
SKU2602,22,2
SKU2603,27,2
SKU2604,6,1
SKU2605,0,1
SKU2606,43,2
SKU2607,83,3
SKU2608,28,2
SKU2609,204,7
SKU2610,28,1
SKU2611,14,1
SKU2612,0,1
SKU2613,14,1
SKU2614,16,1
SKU2615,3,1
SKU2616,41,2
SKU2617,3,2
SKU2618,2,1
SKU2619,89,2
SKU2620,17,1
SKU2621,0,1
SKU2622,7,1
SKU2623,10,1
SKU2624,69,1
SKU2625,11,3
SKU2626,20,1
SKU2627,10,1
SKU2628,3,1
SKU2629,8,2
SKU2630,0,2
SKU2631,8,1
SKU2632,40,1
SKU2633,3,1
SKU2634,7,1
SKU2635,5,1
SKU2636,18,2
SKU2637,41,1
SKU2638,2,1
SKU2639,5,1
SKU2640,8,4
SKU2641,0,7
SKU2642,23,2
SKU2643,27,1
SKU2644,9,1
SKU2645,21,2
SKU2646,0,1
SKU2647,937,7
SKU2648,334,3
SKU2649,13,3
SKU2650,6,2
SKU2651,43,3
SKU2652,16,6
SKU2653,8,1
SKU2654,49,4
SKU2655,0,1
SKU2656,109,4
SKU2657,31,2
SKU2658,6,1
SKU2659,24,1
SKU2660,26,1
SKU2661,0,1
SKU2662,5,5
SKU2663,9,1
SKU2664,19,1
SKU2665,27,2
SKU2666,15,2
SKU2667,316,1
SKU2668,0,1
SKU2669,0,1
SKU2670,13,2
SKU2671,36,1
SKU2672,290,1
SKU2673,42,1
SKU2674,6,2
SKU2675,4,1
SKU2676,21,2
SKU2677,19,2
SKU2678,280,2
SKU2679,7,5
SKU2680,17,1
SKU2681,51,1
SKU2682,10,1
SKU2683,0,1
SKU2684,12,1
SKU2685,0,1
SKU2686,21,1
SKU2687,35,2
SKU2688,6,1
SKU2689,13,1
SKU2690,31,7
SKU2691,357,1
SKU2692,69,1
SKU2693,3,1
SKU2694,2,1
SKU2695,5,1
SKU2696,4,1
SKU2697,31,1
SKU2698,150,6
SKU2699,5,1
SKU2700,2,3
SKU2701,7,1
SKU2702,5,1
SKU2703,15,2
SKU2704,4,1
SKU2705,0,2
SKU2706,0,1
SKU2707,19,1
SKU2708,59,2
SKU2709,0,2
SKU2710,77,1
SKU2711,49,2
SKU2712,2,4
SKU2713,14,8
SKU2714,4,8
SKU2715,0,1
SKU2716,14,6
SKU2717,7,1
SKU2718,0,1
SKU2719,11,2
SKU2720,36,4
SKU2721,30,1
SKU2722,45,2
SKU2723,25,1
SKU2724,2,1
SKU2725,15,1
SKU2726,9,2
SKU2727,8,1
SKU2728,113,3
SKU2729,1,1
SKU2730,90,7
SKU2731,1,1
SKU2732,50,2
SKU2733,5,2
SKU2734,27,3
SKU2735,22,1
SKU2736,9,1
SKU2737,2,1
SKU2738,20,2
SKU2739,6,2
SKU2740,0,1
SKU2741,14,1
SKU2742,53,1
SKU2743,0,1
SKU2744,31,4
SKU2745,5,1
SKU2746,8,1
SKU2747,21,2
SKU2748,0,2
SKU2749,30,1
SKU2750,0,1
SKU2751,4,1
SKU2752,0,1
SKU2753,11,1
SKU2754,8,1
SKU2755,24,1
SKU2756,28,1
SKU2757,26,1
SKU2758,18,2
SKU2759,87,1
SKU2760,1,5
SKU2761,2,1
SKU2762,10,3
SKU2763,14,1
SKU2764,3,1
SKU2765,21,1
SKU2766,89,1
SKU2767,7,1
SKU2768,32,1
SKU2769,23,1
SKU2770,48,1
SKU2771,33,1
SKU2772,58,5
SKU2773,29,1
SKU2774,207,1
SKU2775,13,1
SKU2776,0,1
SKU2777,17,1
